Player, POS, Age, Team, G, MP, PER, TS%, 3PAr, FTr, ORB%, DRB%, TRB%, AST%, STL%, BLK%, TOV%, USG%, , OWS, DWS, WS, WS48, , OBPM, DBPM, BPM, VORP
Noah Vonleh,PF,22,POR,33,476,12.1,0.543,0.063,0.323,8.3,29.9,19.3,3.8,0.6,1.9,12,11.6,0,0.5,0.7,1.1,0.113,0,-3.9,0.5,-3.5,-0.2
Norman Powell,SG,24,TOR,47,775,9.2,0.495,0.457,0.129,1.2,10.9,6.1,12.5,2,1.3,14.8,19.3,0,-0.4,1,0.6,0.037,0,-2.3,0,-2.3,-0.1
OG Anunoby,SF,20,TOR,55,1156,9.8,0.569,0.593,0.172,3.5,9.5,6.5,5.2,2,0.6,10,12,0,1.1,1.3,2.4,0.1,0,0.4,0.7,1.1,0.9
Okaro White,PF,25,MIA,6,80,9,0.577,0.688,0.188,4.3,11.4,7.8,3.6,0.6,1.1,5.5,10.4,0,0.1,0.1,0.2,0.097,0,-1.5,-1.2,-2.7,0
Omer Asik,C,31,NOP,14,121,4.5,0.423,0,0.75,6.6,26.7,17,2.1,0.4,1.4,19,9.5,0,-0.1,0.1,0,0,0,-7.5,-1,-8.5,-0.2
Omri Casspi,SF,29,GSW,43,637,15.5,0.643,0.104,0.324,5,23.4,14.9,9.3,1.3,2.2,14.3,15.8,0,1.1,0.8,1.9,0.145,0,-1.1,0.3,-0.8,0.2
Otto Porter,SF,24,WAS,52,1652,17.8,0.588,0.355,0.156,4.6,17.9,11.2,9.8,2.5,1.5,6.9,18,0,3.3,2.2,5.5,0.16,0,2.1,1.4,3.5,2.3
P.J. Tucker,SF,32,HOU,55,1523,7.5,0.52,0.669,0.158,4.4,19.1,11.8,4.1,1.8,0.7,14.2,9.5,0,0.4,1.8,2.2,0.07,0,-1.9,1.4,-0.5,0.6
Pascal Siakam,PF,23,TOR,54,1080,13.9,0.525,0.323,0.169,6.2,18.2,12.3,12.8,2.1,2.2,12,15.4,0,1,1.8,2.8,0.124,0,-0.2,2.5,2.3,1.2
Pat Connaughton,SG,25,POR,57,1120,10.3,0.564,0.536,0.136,2.1,9.2,5.7,9.6,0.6,1.1,9.1,13.9,0,1.3,0.7,2.1,0.089,0,-0.3,-0.9,-1.2,0.2
Patrick Beverley,SG,29,LAC,11,334,12.5,0.53,0.504,0.143,5.3,9.4,7.3,14.3,2.8,1.3,16.5,19.7,0,0.1,0.4,0.4,0.063,0,0.3,0.6,0.9,0.2
Patrick McCaw,SG,22,GSW,50,790,8,0.497,0.367,0.148,2.5,7.3,5.1,10.8,2.2,0.9,15.1,11.7,0,0.1,0.7,0.8,0.047,0,-2.1,-0.3,-2.5,-0.1
Patrick Patterson,PF,28,OKC,57,871,8.5,0.512,0.665,0.156,2.5,13.9,8,5.7,2,1.6,11.6,10.7,0,0.4,1.1,1.4,0.079,0,-2.4,0.5,-1.9,0
Patty Mills,PG,29,SAS,57,1357,12.7,0.574,0.61,0.169,1.1,7.5,4.3,16.5,1.5,0.5,13.9,18.4,0,1.4,1.6,2.9,0.104,0,1,-1.2,-0.2,0.6
Pau Gasol,C,37,SAS,54,1337,19.1,0.553,0.205,0.319,7,30.2,18.6,20.2,0.6,3.4,13.8,20.2,0,2.1,2.5,4.6,0.166,0,0,3.2,3.2,1.8
Paul George,SF,27,OKC,54,1968,19.7,0.584,0.449,0.294,2.6,14.5,8.3,13.6,3.1,1.4,12.5,25.9,0,3.8,3,6.7,0.164,0,2.9,0.3,3.3,2.6
Paul Millsap,PF,32,DEN,16,475,17.4,0.531,0.287,0.322,5.7,17.9,11.7,15.8,1.8,3.6,12.5,24.2,0,0.4,0.5,1,0.1,0,-0.2,0.9,0.6,0.3
Paul Zipser,SF,23,CHI,46,693,5.2,0.453,0.443,0.093,1.6,16.2,8.7,7.5,1.3,1.4,16.2,15.2,0,-1,0.6,-0.5,-0.033,0,-5.7,-0.1,-5.8,-0.7
PJ Dozier,PG,21,OKC,2,3,-4.9,0.5,0,0,0,38.7,18.7,0,0,0,33.3,43.1,0,0,0,0,-0.398,0,-23.5,-10.4,-33.9,0
Quincy Acy,PF,27,BRK,50,1020,7.1,0.502,0.774,0.204,3.4,18.6,10.9,4.9,1.1,1.2,15,14.3,0,-0.5,0.9,0.5,0.022,0,-3,-0.1,-3.1,-0.3
Quincy Pondexter,SF,29,CHI,23,196,4.1,0.398,0.449,0.347,4.2,10.8,7.4,6.3,2,0.9,16.3,15.1,0,-0.3,0.2,-0.2,-0.043,0,-6.1,-0.4,-6.5,-0.2
Quinn Cook,PG,24,GSW,11,104,10.5,0.543,0.483,0.034,2.3,9.9,6.5,21.1,0,0,9.2,13.6,0,0.2,0,0.2,0.099,0,-0.4,-4,-4.4,-0.1
R.J. Hunter,SG,24,HOU,2,2,38.9,0,0,0,0,56.6,28.4,100,0,0,0,0,0,0,0,0,0.582,0,-2.2,-3.5,-5.8,0
Rajon Rondo,PG,31,NOP,41,1017,14.8,0.523,0.332,0.073,2.2,13.5,8,41,1.8,0.7,22.4,16.4,0,1.2,0.8,2,0.093,0,-0.6,-1.3,-2,0
Ramon Sessions,PG,31,NYK,13,167,6.2,0.403,0.208,0.283,0.7,11.2,6,22.3,2.1,0.5,20.1,19.6,0,-0.3,0.1,-0.2,-0.055,0,-5.8,-1,-6.8,-0.2
Rashad Vaughn,SG,21,TOT,23,177,11.1,0.56,0.7,0.12,1.3,10,5.7,10.7,1.1,1.5,7.1,14.7,0,0.2,0.1,0.3,0.08,0,-0.6,-2.7,-3.3,-0.1
Raul Neto,PG,25,UTA,31,403,14.1,0.576,0.315,0.228,2,10.5,6.3,22.8,1.2,0.6,15.7,18.6,0,0.5,0.3,0.9,0.105,0,-0.7,-1.6,-2.2,0
Raymond Felton,PG,33,OKC,57,982,13.4,0.491,0.384,0.094,2.1,11.8,6.8,23.5,1.7,0.8,11.5,19.8,0,0.8,1,1.8,0.088,0,-1.1,-1.6,-2.7,-0.2
Reggie Bullock,SF,26,DET,40,1034,13.4,0.653,0.56,0.09,1.4,8.5,4.8,7.2,1.5,0.6,7.1,13.3,0,1.9,0.9,2.8,0.128,0,1.5,-0.5,1.1,0.8
Reggie Hearn,SG,26,DET,1,3,44.7,1.5,1,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0.234,0,20.9,-6.8,14.1,0
Reggie Jackson,PG,27,DET,33,894,16.4,0.54,0.305,0.232,2.7,9.1,5.8,33,1.2,0.3,15.5,26.3,0,1,0.7,1.7,0.089,0,1.2,-2.2,-0.9,0.2
Richard Jefferson,SF,37,DEN,16,138,5.3,0.48,0.292,0.292,1.6,10.7,6.1,8.6,0.7,0.6,15.6,10.1,0,0,0.1,0,0.012,0,-4.6,-1.5,-6,-0.1
Richaun Holmes,C,24,PHI,27,402,15.7,0.556,0.161,0.19,9,22.6,16,11.2,1.3,2.3,9.7,17.5,0,0.6,0.6,1.2,0.148,0,-1,0.9,-0.1,0.2
Ricky Rubio,PG,27,UTA,54,1583,13.9,0.523,0.33,0.296,2,14.6,8.3,27.6,2.6,0.3,19.4,22.5,0,0.2,2.1,2.3,0.07,0,-0.7,0.9,0.1,0.8
Robert Covington,PF,27,PHI,51,1652,12.2,0.564,0.659,0.168,2.6,15.6,9.4,8.5,2.4,1.9,14.3,17.6,0,0.7,2.6,3.3,0.096,0,0.1,1.5,1.6,1.5
Robin Lopez,C,29,CHI,55,1529,14.6,0.55,0.014,0.147,8.2,10.1,9.1,12.1,0.4,2.6,13.6,20.7,0,1.1,0.8,1.9,0.058,0,-1.7,-0.2,-1.9,0
Rodney Hood,SG,25,TOT,40,1103,15.7,0.553,0.476,0.172,1.5,10.4,5.9,10.3,1.4,0.6,9.6,27.5,0,0.7,1,1.7,0.073,0,0.7,-2.6,-1.9,0
Ron Baker,SG,24,NYK,29,385,9.4,0.504,0.559,0.441,1.5,7.1,4.4,15.8,3.4,1.4,20.4,10.1,0,0.1,0.4,0.5,0.069,0,-1.6,1.3,-0.3,0.2
Rondae Hollis-Jefferson,SF,23,BRK,46,1301,17.2,0.55,0.085,0.423,5.4,19.1,12.2,13.8,1.5,1.8,11.5,22.4,0,1.6,1.4,3,0.111,0,-1.1,1.1,0,0.6
Royce O'Neale,SF,24,UTA,43,592,13,0.563,0.45,0.325,1.9,23.8,12.9,14,1.8,0.6,13.7,16.2,0,0.6,0.8,1.4,0.111,0,-1.4,0.8,-0.6,0.2
Rudy Gay,PF,31,SAS,34,771,17.4,0.557,0.223,0.301,6.6,18.7,12.7,10.8,1.8,2.4,13.4,23.6,0,0.7,1.4,2,0.127,0,-0.6,1.2,0.6,0.5
Rudy Gobert,C,25,UTA,30,923,19.8,0.628,0,0.678,10.1,26.6,18.3,6.9,1,6.8,15.8,17.4,0,1.8,1.7,3.5,0.182,0,-1.2,4.2,3,1.2
Russell Westbrook,PG,29,OKC,55,1986,25.1,0.518,0.204,0.318,5.1,24.6,14.5,51.3,2.7,0.5,15.8,35,0,3.8,3.3,7,0.17,0,5.5,3.2,8.7,5.3
Ryan Anderson,PF,29,HOU,53,1483,12.4,0.593,0.706,0.194,5.9,15.5,10.7,5,0.7,1,8.3,14.3,0,2.5,1.2,3.8,0.122,0,1,-0.9,0.1,0.8
Ryan Arcidiacono,PG,23,CHI,11,108,7.5,0.631,0.818,0.182,0,6.2,3,14.8,2.3,0,20.2,6,0,0.1,0.1,0.2,0.077,0,-2.7,-0.9,-3.6,0
Salah Mejri,C,31,DAL,51,629,18.7,0.652,0.025,0.463,13.1,26.2,19.5,7,1.6,8.6,18,12.9,0,1.3,1.2,2.5,0.19,0,-1.6,5.5,3.9,0.9
Sam Dekker,PF,23,LAC,49,687,10.8,0.509,0.279,0.214,5.3,15,10.2,6.4,1.5,0.9,10.2,15.5,0,0.2,0.6,0.9,0.06,0,-2.5,-0.5,-3,-0.2
Sean Kilpatrick,SG,28,TOT,34,341,9.4,0.473,0.523,0.222,0.7,17.3,8.9,12.8,0.7,0.5,11.6,24.6,0,-0.3,0.2,-0.1,-0.016,0,-3.7,-3.4,-7.1,-0.4
Semi Ojeleye,PF,23,BOS,51,722,4.3,0.443,0.769,0.192,3.8,11.4,7.7,2.3,1,0.2,9,9.6,0,-0.2,0.9,0.7,0.047,0,-3.8,0,-3.7,-0.3
Serge Ibaka,PF,28,TOR,50,1392,14.4,0.573,0.372,0.146,3.9,20.3,12.2,4.2,0.6,3.9,9.8,19.2,0,1.4,2,3.4,0.116,0,-0.9,0.6,-0.3,0.6
Shabazz Muhammad,SF,25,MIN,31,298,9.4,0.444,0.162,0.265,5.8,11.8,8.8,3.4,0.8,0.6,3,20,0,0,0.1,0.1,0.016,0,-4,-4.1,-8.1,-0.5
Shabazz Napier,PG,26,POR,50,1066,15.8,0.574,0.373,0.26,1.8,9.8,5.9,16.1,2.8,0.8,14.3,19.7,0,1.3,1.3,2.6,0.117,0,0.5,0.3,0.9,0.8
Shane Larkin,PG,25,BOS,37,428,8.9,0.49,0.398,0.179,1.6,9.5,5.6,14.9,1.5,0.4,11.4,15.7,0,0.1,0.6,0.7,0.075,0,-3.1,-0.3,-3.4,-0.2
Shaun Livingston,PG,32,GSW,48,745,11.2,0.53,0.014,0.18,3.8,8.3,6.2,16.4,1.4,1.7,14,16.3,0,0.6,0.6,1.2,0.075,0,-2.5,-1,-3.5,-0.3
Shelvin Mack,PG,27,ORL,42,752,14.3,0.537,0.289,0.321,2.1,12.2,7.1,29.7,1.7,0.6,15.1,14.6,0,1.2,0.4,1.6,0.101,0,-0.6,-1.3,-1.9,0
Sindarius Thornwell,SG,23,LAC,48,637,7.9,0.54,0.31,0.365,2.2,9.8,6.1,7.3,2,2.3,18,12.1,0,0,0.6,0.6,0.046,0,-3.1,1.3,-1.8,0
Skal Labissiere,PF,21,SAC,42,754,15.1,0.517,0.081,0.27,9.2,19.7,14.2,7.6,1.3,3.5,11.9,21.5,0,0.3,0.5,0.9,0.056,0,-2.8,-0.5,-3.3,-0.2
Spencer Dinwiddie,PG,24,BRK,56,1612,17.4,0.537,0.514,0.31,1.9,10.3,6,37.2,1.4,0.8,11.1,21.5,0,3.7,1.1,4.7,0.141,0,3.2,-1.7,1.5,1.4
Stanley Johnson,SF,21,DET,44,1232,8.8,0.484,0.441,0.252,1.9,13.3,7.4,8.1,2.2,0.7,10.6,15.6,0,-0.2,1.4,1.2,0.047,0,-2.4,0.8,-1.5,0.1
Stephen Curry,PG,29,GSW,41,1349,28,0.673,0.583,0.361,2.5,13.9,8.7,30.6,2.3,0.3,13.1,30.5,0,6.2,1.5,7.6,0.272,0,9.8,-1.5,8.3,3.5
Sterling Brown,SG,22,MIL,30,434,10.1,0.521,0.414,0.126,4.4,16.9,10.7,3,2.8,1.4,11.3,14,0,0,0.5,0.5,0.059,0,-3,-0.3,-3.3,-0.1
Steven Adams,C,24,OKC,52,1677,21.2,0.632,0.004,0.357,17.3,14,15.7,4.6,1.9,2.8,12.4,16.6,0,4.8,2.2,7,0.2,0,2.4,1,3.3,2.2
T.J. Leaf,PF,20,IND,42,398,10.3,0.549,0.313,0.087,7.3,11.8,9.6,2.8,0.6,0.7,7,14.5,0,0.4,0.2,0.6,0.075,0,-1.6,-3,-4.6,-0.3
T.J. McConnell,PG,25,PHI,47,1142,13.6,0.578,0.156,0.104,2.5,11.8,7.3,26.9,2.5,0.7,21.8,14.4,0,1.2,1.5,2.7,0.113,0,-1.1,0.8,-0.3,0.5
T.J. Warren,SF,24,PHO,54,1757,18.5,0.548,0.091,0.257,5.8,11.4,8.5,8,1.5,1.5,7,25.2,0,2.7,0.7,3.3,0.091,0,0.3,-1.7,-1.4,0.3
Taj Gibson,PF,32,MIN,59,1975,15.8,0.605,0.058,0.231,8.5,17,12.7,5.5,1.3,2,9.5,14.7,0,4,1.4,5.4,0.131,0,1.1,0.5,1.5,1.8
Tarik Black,C,26,HOU,36,365,13.9,0.579,0.084,0.474,13.7,19.9,16.8,3.3,1.9,4.7,20.2,17.3,0,0.3,0.6,0.9,0.113,0,-3.5,1.3,-2.1,0
Taurean Waller-Prince,SF,23,ATL,57,1703,11.1,0.536,0.446,0.172,2.5,15.8,9.2,11.9,1.5,1.5,16,20,0,-0.4,1.2,0.8,0.023,0,-1.6,-0.2,-1.8,0.1
Terrance Ferguson,SG,19,OKC,42,526,5.3,0.477,0.695,0.051,3.3,4.2,3.7,2.8,1.6,0.9,6.9,10.6,0,0.1,0.4,0.5,0.049,0,-2.3,-1.3,-3.6,-0.2
Terrence Ross,SG,26,ORL,22,576,10.3,0.515,0.48,0.198,1.9,11.6,6.7,8.7,2.3,1.2,11.5,16.5,0,0,0.4,0.4,0.034,0,-1.5,0,-1.5,0.1
Terry Rozier,PG,23,BOS,58,1401,14.8,0.515,0.495,0.177,3.7,16.6,10.3,15.3,2.2,0.7,8.3,19.7,0,1.3,2.5,3.8,0.131,0,0.3,1.4,1.7,1.3
Thabo Sefolosha,SF,33,UTA,38,806,16.1,0.591,0.35,0.225,4.1,18.8,11.4,6.4,3.2,1.3,10.2,16.5,0,1,1.3,2.4,0.143,0,-0.1,1.8,1.7,0.7
Thaddeus Young,PF,29,IND,57,1862,14.9,0.542,0.228,0.09,7.5,13.1,10.4,9.2,2.4,1.1,10.2,17,0,2.1,1.9,3.9,0.101,0,0.7,0.9,1.6,1.7
Thomas Bryant,C,20,LAL,6,19,11.8,0.451,0.667,0.667,5.6,11.2,8.4,14.3,0,0,0,17.2,0,0,0,0,0.079,0,-0.3,-3.9,-4.2,0
Thon Maker,C,20,MIL,55,992,10.3,0.5,0.318,0.293,7.1,15.6,11.4,4.7,1.5,4.2,11.5,14.1,0,0.2,1.1,1.3,0.065,0,-3,0.8,-2.2,0
Tim Frazier,PG,27,WAS,43,656,11.6,0.49,0.333,0.148,2.4,11.6,7,32.3,2.9,0.7,25.4,12.9,0,0.3,0.8,1.1,0.082,0,-2.1,0.1,-2,0
Tim Hardaway,SG,25,NYK,35,1131,14.2,0.52,0.489,0.226,2.2,11.9,7.1,13.7,1.8,0.6,9.2,23.6,0,0.8,0.9,1.7,0.072,0,1.5,-1.2,0.3,0.7
Timofey Mozgov,C,31,BRK,26,328,11.2,0.608,0.22,0.305,8.9,18.9,13.9,3.8,0.7,2.5,24.4,16.1,0,0,0.3,0.3,0.046,0,-4.2,-0.2,-4.3,-0.2
Timothe Luwawu-Cabarrot,SF,22,PHI,45,775,7.2,0.508,0.59,0.215,2,7.7,5,9.6,0.7,0.5,11.5,17.8,0,0.1,0.6,0.7,0.04,0,-2.1,-2.5,-4.6,-0.5
Tobias Harris,PF,25,TOT,52,1701,16.6,0.558,0.384,0.186,2.4,15.5,8.8,9.9,1.2,0.9,6.4,23.4,0,2.6,1.6,4.2,0.119,0,1.2,-1.2,0,0.8
Tomas Satoransky,SG,26,WAS,47,852,15.8,0.616,0.286,0.281,4.7,9.9,7.3,23.4,1.8,0.6,14,13.7,0,2.1,0.7,2.8,0.158,0,1.5,-0.4,1.1,0.7
Tony Allen,SF,36,NOP,22,273,8.8,0.514,0.132,0.231,8.4,10.7,9.5,4.8,1.9,0.9,15.9,19.1,0,-0.1,0.2,0.1,0.01,0,-4.1,-1.6,-5.7,-0.3
Tony Bradley,C,20,UTA,8,28,10,0.337,0.091,0.182,16.4,28.7,22.5,5.2,0,0,0,19.2,0,0,0,0,0.017,0,-6.5,-3.6,-10.1,-0.1
Tony Parker,PG,35,SAS,30,624,13.5,0.494,0.089,0.174,0.7,10.5,5.6,30.6,1.5,0.1,13.9,21.2,0,0.2,0.8,0.9,0.072,0,-2.1,-1.3,-3.4,-0.2
Tony Snell,SG,26,MIL,50,1450,8.8,0.593,0.62,0.137,0.7,8.1,4.4,5.8,1,1.1,6.9,10.5,0,1.3,0.7,2,0.068,0,-0.3,-1,-1.3,0.2
Torrey Craig,SF,27,DEN,26,418,9.8,0.535,0.418,0.319,6.7,14.4,10.5,5.6,1,1.2,9.6,12,0,0.4,0.3,0.7,0.079,0,-1.5,-1,-2.5,0
Treveon Graham,SG,24,CHO,43,746,9.9,0.563,0.423,0.262,4.4,9.7,7,8.7,1.4,0.1,10.9,12.2,0,0.8,0.6,1.4,0.089,0,-0.5,-0.3,-0.8,0.2
Trevor Ariza,SF,32,HOU,44,1538,12.2,0.592,0.742,0.142,1.8,13.3,7.6,6.6,2.1,0.4,8.2,13.9,0,2.1,1.7,3.7,0.116,0,1.3,0.5,1.8,1.5
Trevor Booker,PF,30,TOT,46,812,15.2,0.561,0.069,0.314,10.3,19.2,14.8,11.7,1.4,1.5,14.4,17.2,0,1,1,2,0.118,0,-1.2,1,-0.2,0.4
Trey Burke,PG,25,NYK,12,164,22.6,0.606,0.233,0.192,1.4,9.4,5.5,36.7,1.2,0,9.2,23.3,0,0.6,0.1,0.7,0.196,0,4.4,-3.7,0.8,0.1
Trey Lyles,PF,22,DEN,51,1069,18.7,0.601,0.408,0.281,4.6,24.4,14.4,9.4,1.1,2,8.8,20.9,0,2.3,1.1,3.4,0.153,0,1,-1,0,0.5
Tristan Thompson,C,26,CLE,35,737,14,0.61,0,0.361,11.3,20.8,16.1,4.1,0.7,1.6,10.5,12.1,0,1.5,0.4,1.9,0.123,0,-1.1,-0.7,-1.8,0
Troy Daniels,SG,26,PHO,57,1098,9.9,0.596,0.814,0.127,0.7,6.5,3.5,4.6,0.5,0.2,8.5,17.3,0,1.3,-0.1,1.2,0.051,0,1.2,-4.2,-2.9,-0.3
Troy Williams,SF,23,HOU,4,17,-2.3,0.242,0.556,0.333,6.7,20,13.4,8.5,2.9,0,8.8,29.2,0,-0.1,0,-0.1,-0.262,0,-11.5,-2.9,-14.4,-0.1
Tyler Cavanaugh,PF,23,ATL,30,413,14.4,0.603,0.612,0.147,9.4,18.1,13.7,9.1,1.1,0.6,8.2,14.3,0,0.9,0.2,1.2,0.134,0,1.8,-1.4,0.4,0.2
Tyler Dorsey,SG,21,ATL,31,374,11.2,0.508,0.556,0.215,1.8,13.6,7.7,12.6,0.8,0.5,5.7,18.5,0,0.3,0.1,0.4,0.054,0,-1,-2.9,-3.9,-0.2
Tyler Ennis,PG,23,LAL,33,367,9.4,0.432,0.276,0.155,2.6,11.9,7.2,21.2,1.8,1.1,10.2,15.8,0,0,0.4,0.4,0.05,0,-3.3,-0.4,-3.8,-0.2
Tyler Johnson,PG,25,MIA,48,1413,12.1,0.534,0.478,0.196,2.1,12,7,12,1.5,1.5,10.5,18.6,0,0.9,1.6,2.4,0.083,0,-0.6,0.1,-0.5,0.6
Tyler Lydon,PF,21,DEN,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008,0,-5.8,-0.5,-6.3,0
Tyler Ulis,PG,22,PHO,55,1249,9,0.449,0.258,0.186,1.3,6.4,3.8,25.7,2.2,0.3,17.4,17.3,0,-0.7,0.4,-0.3,-0.013,0,-3.2,-2.1,-5.3,-1
Tyler Zeller,C,28,TOT,45,745,14.8,0.583,0.119,0.254,9.5,20.2,14.8,6.4,0.5,2.3,12.9,17.5,0,0.9,0.7,1.6,0.103,0,-2.1,-0.2,-2.3,-0.1
Tyreke Evans,PG,28,MEM,47,1456,21.4,0.561,0.348,0.253,3.2,15.9,9.5,30.4,1.7,0.9,10.8,28.4,0,3.1,1.3,4.4,0.144,0,4.5,-0.7,3.8,2.2
Tyrone Wallace,PG,23,LAC,17,494,11.1,0.541,0.154,0.397,2.4,10.3,6.4,12,1.5,1.4,13.1,16.1,0,0.4,0.4,0.7,0.072,0,-1.8,0.3,-1.5,0.1
Tyson Chandler,C,35,PHO,41,1048,14,0.638,0,0.533,12.7,28.1,20.2,6.6,0.6,1.9,20.8,10.6,0,1.6,0.7,2.3,0.107,0,-1.3,0.9,-0.4,0.4
Tyus Jones,PG,21,MIN,59,1080,13.8,0.567,0.362,0.226,1.4,9.9,5.6,20.1,3.3,0.2,13.7,12.3,0,1.7,0.9,2.6,0.116,0,0.7,-0.1,0.6,0.7
Udonis Haslem,C,37,MIA,8,45,4.8,0.5,0.6,0,5.1,7.6,6.3,9.1,0,1.9,28.6,7,0,0,0,0,0.026,0,-4.4,-0.2,-4.6,0
Vander Blue,SG,25,LAL,5,45,-1.8,0.255,0.4,0.4,0,2.4,1.2,8.2,1.1,0,33.8,8.3,0,-0.1,0,-0.1,-0.102,0,-8.7,-1.3,-10.1,-0.1
Victor Oladipo,SG,25,IND,51,1761,23.9,0.593,0.339,0.288,1.8,15.7,8.9,19.9,3,2,12.2,30.4,0,3.7,2.3,6,0.165,0,4.1,0.5,4.6,2.9
Vince Carter,SF,41,SAC,36,600,10.7,0.497,0.565,0.125,1.7,13.2,7.2,9.8,2.6,3.2,9.7,14.7,0,0,0.5,0.6,0.045,0,-1.7,0.8,-0.9,0.2
Vince Hunter,PF,23,MEM,4,7,36.6,0.6,0,0,33,16.8,25,0,0,13.2,16.7,38.9,0,0,0,0,0.111,0,-3,-5.8,-8.9,0
Wayne Ellington,SG,30,MIA,55,1454,12.7,0.587,0.832,0.108,1.3,11.5,6.4,6.1,1.2,0.4,6.6,17.5,0,1.9,1.3,3.2,0.105,0,1.8,-1.7,0.1,0.8
Wayne Selden,SG,23,MEM,20,389,9.2,0.525,0.447,0.262,2.7,7.9,5.2,15.3,1.4,0.2,18.2,22.5,0,-0.2,0.2,0,-0.005,0,-2.3,-2.9,-5.2,-0.3
Wesley Iwundu,SF,23,ORL,37,524,9.6,0.512,0.198,0.216,4,12.1,8,9.5,1.6,0.7,9.9,11.8,0,0.3,0.3,0.6,0.054,0,-2.5,-0.2,-2.7,-0.1
Wesley Johnson,SF,30,LAC,49,1172,10.2,0.518,0.48,0.172,2,14.5,8.3,5.9,2.4,3.9,12.9,13.5,0,-0.1,1.6,1.5,0.063,0,-2.1,2.8,0.7,0.8
Wesley Matthews,SF,31,DAL,56,1913,11.7,0.545,0.568,0.152,1.2,9.4,5.2,12.8,1.8,0.6,10.3,17.7,0,1.1,1.4,2.6,0.064,0,0.5,-0.2,0.3,1.1
Will Barton,SG,27,DEN,55,1765,15.7,0.548,0.408,0.216,2.8,14.1,8.4,19.2,1.7,1.6,12.3,20.5,0,2.4,1.5,3.9,0.105,0,1.1,-0.2,0.9,1.3
Willie Cauley-Stein,C,24,SAC,50,1366,17.4,0.528,0.021,0.321,7,21.9,14.2,12.9,2,3.1,11.6,21.8,0,1,1.3,2.3,0.08,0,-1.5,1.3,-0.1,0.6
Willie Reed,C,27,TOT,42,428,19.3,0.671,0.017,0.455,9,22,15.5,3.7,1,4.4,11.6,16.7,0,1,0.6,1.6,0.18,0,-1,0.2,-0.8,0.1
Willy Hernangomez,C,23,NYK,26,233,17.1,0.595,0.062,0.346,10.7,21.2,16.1,14.6,1.7,2.6,21.8,22.5,0,0.1,0.3,0.4,0.08,0,-1.2,1.1,-0.1,0.1
Wilson Chandler,SF,30,DEN,50,1518,10.1,0.528,0.38,0.204,4.9,13.7,9.3,9,0.8,1.3,13.2,14.3,0,1,0.9,1.8,0.058,0,-1.3,-0.3,-1.6,0.2
Xavier Munford,SG,25,MIL,3,11,-2.6,0.307,0,0.5,10.8,0,5.4,12.7,4.6,0,29.1,28.7,0,-0.1,0,-0.1,-0.283,0,-12.7,-1.3,-14,0
Yogi Ferrell,SG,24,DAL,57,1665,10.9,0.554,0.495,0.164,1.6,11.7,6.5,11.6,1.2,0.2,10.2,16.3,0,1.2,1,2.2,0.064,0,-0.4,-0.6,-1,0.4
Zach Collins,C,20,POR,41,632,6.8,0.443,0.358,0.145,4.8,18.6,11.8,7.4,0.9,2.6,14.8,15.1,0,-0.6,0.8,0.2,0.015,0,-4.6,1,-3.6,-0.3
Zach LaVine,SG,22,CHI,12,296,18.6,0.524,0.354,0.291,1.8,18.4,9.8,18.2,2.2,0.3,7.9,31.8,0,0.2,0.3,0.5,0.079,0,1.1,-1.8,-0.8,0.1
Zach Randolph,PF,36,SAC,48,1229,17.9,0.535,0.182,0.151,7.6,24.4,15.7,14.3,1.6,0.7,13.2,27.3,0,0.4,0.9,1.3,0.051,0,-0.4,-1.2,-1.6,0.1
Zaza Pachulia,C,33,GSW,46,685,17.5,0.646,0,0.332,10,25.6,18.5,14.9,2,1,19.8,17,0,1.4,1,2.4,0.171,0,0.1,1.1,1.2,0.6
Zhou Qi,C,22,HOU,14,75,0,0.299,0.625,0.417,3,16.6,9.8,1.8,1.3,6.9,15,19.5,0,-0.3,0.1,-0.2,-0.129,0,-10.6,0.6,-10,-0.2